"","Country","Region","Election / Renewal","Year","Month","Chamber Type","Chamber Total Seats","Total women","% Of Women in Chamber","NOTES"
"3725","Malaysia","ASIA","Continuous Renewal",1988,NA,"Upper","61","11","0.18032786885245902","The nominal number of seats is 69, but there were 8 vacancies at the time: 26 elected by the State Legislative Assemblies and 43 appointed by the King."
"3726","Malaysia","ASIA","Continuous Renewal",1989,NA,"Upper","61","11","0.18032786885245902","26 elected by the State Legislative Assemblies and 43 appointed by the King."
"3727","Malaysia","ASIA","Continuous Renewal",1990,NA,"Upper","61","11","0.18032786885245902","26 elected by the State Legislative Assemblies and 43 appointed by the King."
"3728","Malaysia","ASIA","Continuous Renewal",1991,NA,"Upper","61","11","0.18032786885245902","26 elected by the State Legislative Assemblies and 43 appointed by the King."
"3729","Malaysia","ASIA","Continuous Renewal",1992,NA,"Upper","61","9","0.14754098360655737","The nominal number of seats is 69, but there were 8 vacancies at the time: 26 elected by the State Legislative Assemblies and 43 appointed by the King."
"3730","Malaysia","ASIA","Continuous Renewal",1993,NA,"Upper","61","9","0.14754098360655737","26 elected by the State Legislative Assemblies and 43 appointed by the King."
"3731","Malaysia","ASIA","Continuous Renewal",1994,NA,"Upper","61","9","0.14754098360655737","26 elected by the State Legislative Assemblies and 43 appointed by the King."
"3732","Malaysia","ASIA","Continuous Renewal",1995,NA,"Upper","52","12","0.23076923076923078","The nominal number of seats is 69, but there were 17 vacancies at the time; normally: 26 elected by the State Legislative Assemblies and 43 appointed by the King."
"3733","Malaysia","ASIA","Continuous Renewal",1996,NA,"Upper","52","12","0.23076923076923078","26 elected by the State Legislative Assemblies and 43 appointed by the King."
"3734","Malaysia","ASIA","Continuous Renewal",1997,NA,"Upper","69","12","0.17391304347826086","26 elected by the State Legislative Assemblies and 43 appointed by the King."
"3735","Malaysia","ASIA","Continuous Renewal",1998,NA,"Upper","69","12","0.17391304347826086","26 elected by the State Legislative Assemblies and 43 appointed by the King."
"3736","Malaysia","ASIA","Continuous Renewal",1999,NA,"Upper","69","12","0.17391304347826086","26 elected by the State Legislative Assemblies and 43 appointed by the King."
"3737","Malaysia","ASIA","Continuous Renewal",2000,NA,"Upper","69","18","0.2608695652173913","26 elected by the State Legislative Assemblies and 43 appointed by the King."
"3738","Malaysia","ASIA","Continuous Renewal",2001,NA,"Upper","69","12","0.17391304347826086","26 elected by the State Legislative Assemblies and 43 appointed by the King."
"3739","Malaysia","ASIA","Continuous Renewal",2002,NA,"Upper","69","12","0.17391304347826086","26 elected by the State Legislative Assemblies and 43 appointed by the King."
"3740","Malaysia","ASIA","Continuous Renewal",2003,NA,"Upper","54","20","0.37037037037037035","26 elected by the State Legislative Assemblies and 43 appointed by the King."
"3741","Malaysia","ASIA","Continuous Renewal",2004,NA,"Upper","70","18","0.25714285714285712","26 indirectly elected, 44 appointed by the Head of State."
"3742","Malaysia","ASIA","Continuous Renewal",2005,NA,"Upper","70","18","0.25714285714285712","26 indirectly elected, 44 appointed by the Head of State."
"3743","Malaysia","ASIA","Continuous Renewal",2006,NA,"Upper","70","18","0.25714285714285712","26 indirectly elected, 44 appointed by the Head of State."
"3744","Malaysia","ASIA","Continuous Renewal",2007,NA,"Upper","65","18","0.27692307692307694","26 indirectly elected, 44 appointed by the Head of State."
"3745","Malaysia","ASIA","Continuous Renewal",2008,NA,"Upper","59","17","0.28813559322033899","The Upper House is constantly renewed, therefore it is referred to the sitting following the Lower House elections. Not clear whether the 17th woman was appointed or indirectly elected."
"3746","Malaysia","ASIA","Continuous Renewal",2009,NA,"Upper","64","18","0.28125",NA
"3747","Malaysia","ASIA","Continuous Renewal",2010,NA,"Upper","70","17","0.24285714285714285",NA
"3748","Malaysia","ASIA","Continuous Renewal",2011,NA,"Upper","70","17","0.24285714285714285",NA
"3749","Malaysia","ASIA","Continuous Renewal",2012,NA,"Upper","70","17","0.24285714285714285",NA
"3750","Malaysia","ASIA","Continuous Renewal",2013,"january","Upper","66","15","0.22727272727272727",NA
"3751","Malaysia","ASIA","Continuous Renewal",2014,"february","Upper","59","17","0.28813559322033899",NA
"3752","Malaysia","ASIA","Continuous Renewal",2015,NA,"Upper","65","15","0.23076923076923078",NA
"3753","Malaysia","ASIA","Continuous Renewal",2016,NA,"Upper","65","15","0.23076923076923078",NA
"3754","Malaysia","ASIA","Continuous Renewal",2017,NA,"Upper","68","15","0.22058823529411764",NA
"3755","Malaysia","ASIA","Continuous Renewal",2016,"march","Upper","64","14","0.21875",NA
"3756","Malaysia","ASIA","Continuous Renewal",2013,"december","Upper","59","16","0.2711864406779661",NA
"3757","Russia","EUR","Continuous Renewal",1990,"March","Upper","126","11","8.7301587301587297E-2","First legislature of the Russian Federation."
"3758","Russia","EUR","Continuous Renewal",1991,NA,"Upper","126","11","8.7301587301587297E-2",NA
"3759","Russia","EUR","Continuous Renewal",1992,NA,"Upper","126","11","8.7301587301587297E-2",NA
"3760","Russia","EUR","Continuous Renewal",1993,NA,"Upper","176","9","5.113636363636364E-2","Membership of the Federation Council (Upper House of Parliament) is continuously renewed and members rotate based on their regional circumstances."
"3761","Russia","EUR","Continuous Renewal",1994,NA,"Upper","176","9","5.113636363636364E-2","Membership of the Federation Council (Upper House of Parliament) is continuously renewed and members rotate based on their regional circumstances."
"3762","Russia","EUR","Continuous Renewal",1995,NA,"Upper","176","9","5.113636363636364E-2","Membership of the Federation Council (Upper House of Parliament) is continuously renewed and members rotate based on their regional circumstances."
"3763","Russia","EUR","Continuous Renewal",1996,NA,"Upper","176","9","5.113636363636364E-2","Membership of the Federation Council (Upper House of Parliament) is continuously renewed and members rotate based on their regional circumstances."
"3764","Russia","EUR","Continuous Renewal",1997,"December","Upper","178","1","5.6179775280898875E-3","Membership of the Federation Council (Upper House of Parliament) is continuously renewed and members rotate based on their regional circumstances."
"3765","Russia","EUR","Continuous Renewal",1998,NA,"Upper","176","9","5.113636363636364E-2","Membership of the Federation Council (Upper House of Parliament) is continuously renewed and members rotate based on their regional circumstances."
"3766","Russia","EUR","Continuous Renewal",2000,NA,"Upper","176","9","5.113636363636364E-2","Membership of the Federation Council (Upper House of Parliament) is continuously renewed and members rotate based on their regional circumstances."
"3767","Russia","EUR","Continuous Renewal",2001,NA,"Upper","176","9","5.113636363636364E-2","Membership of the Federation Council (Upper House of Parliament) is continuously renewed and members rotate based on their regional circumstances."
"3768","Russia","EUR","Continuous Renewal",2002,NA,"Upper","176","9","5.113636363636364E-2","Membership of the Federation Council (Upper House of Parliament) is continuously renewed and members rotate based on their regional circumstances."
"3769","Russia","EUR","Continuous Renewal",2003,"December","Upper","177","10","5.6497175141242938E-2","Membership of the Federation Council (Upper House of Parliament) is continuously renewed and members rotate based on their regional circumstances."
"3770","Russian Federation","EUR","Continuous Renewal",2014,NA,"Upper","163","13","7.9754601226993863E-2",NA
"3771","Russian Federation","EUR","Continuous Renewal",2015,NA,"Upper","170","29","0.17058823529411765",NA
"3772","Russia","EUR","Continuous Renewal",2004,NA,"Upper","177","10","5.6497175141242938E-2","Membership of the Federation Council (Upper House of Parliament) is continuously renewed and members rotate based on their regional circumstances."
"3773","Russia","EUR","Continuous Renewal",2005,NA,"Upper","177","10","5.6497175141242938E-2","Membership of the Federation Council (Upper House of Parliament) is continuously renewed and members rotate based on their regional circumstances."
"3774","Russia","EUR","Continuous Renewal",2006,NA,"Upper","177","10","5.6497175141242938E-2","Membership of the Federation Council (Upper House of Parliament) is continuously renewed and members rotate based on their regional circumstances."
"3775","Russia","EUR","Continuous Renewal",2007,"December","Upper","169","8","4.7337278106508875E-2","Membership of the Federation Council (Upper House of Parliament) is continuously renewed and members rotate based on their regional circumstances."
"3776","Russia","EUR","Continuous Renewal",2008,NA,"Upper","177","10","5.6497175141242938E-2","Membership of the Federation Council (Upper House of Parliament) is continuously renewed and members rotate based on their regional circumstances."
"3777","Russia","EUR","Continuous Renewal",2008,NA,"Upper","169","8","4.7337278106508875E-2","Membership of the Federation Council (Upper House of Parliament) is continously renewed and members rotate based on their regional circumstances."
"3778","Russia","EUR","Continuous Renewal",2009,NA,"Upper","169","8","4.7337278106508875E-2","Membership of the Federation Council (Upper House of Parliament) is continuously renewed and members rotate based on their regional circumstances."
"3779","Russia","EUR","Continuous Renewal",2010,NA,"Upper","169","8","4.7337278106508875E-2","Membership of the Federation Council (Upper House of Parliament) is continuously renewed and members rotate based on their regional circumstances."
"3780","Russia","EUR","Continuous Renewal",2011,NA,"Upper","169","8","4.7337278106508875E-2","Membership of the Federation Council (Upper House of Parliament) is continuously renewed and members rotate based on their regional circumstances."
"3781","Russia","EUR","Continuous Renewal",2012,NA,"Upper","163","13","7.9754601226993863E-2","Membership of the Federation Council (Upper House of Parliament) is continuously  renewed and members rotate based on their regional circumstances."
"3782","Russian Federation","EUR","Continuous Renewal",2013,NA,"Upper","163","13","7.9754601226993863E-2","Membership of the Federation Council (Upper House of Parliament) is continuously renewed and members rotate based on their regional circumstances."
